original_split,data
train,/imgs/sh/t1/L81_892791_780487.jpg /imgs/sh/t3/L81_892791_780487.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892791_780487.png /building_labels/sh/t1/L81_892791_780487.png /building_labels/sh/t3/L81_892791_780487.png /offset_st_resize256/sh/t1/L81_892791_780487.tif /offset_st_resize256/sh/t3/L81_892791_780487.tif /flow_btv3_resize256/sh/t1VSt3/L81_892791_780487.tif
train,/imgs/bj/t2/L81_00663_784119.jpg /imgs/bj/t3/L81_00663_784119.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784119.png /building_labels/bj/t2/L81_00663_784119.png /building_labels/bj/t3/L81_00663_784119.png /offset_st_resize256/bj/t2/L81_00663_784119.tif /offset_st_resize256/bj/t3/L81_00663_784119.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784119.tif
test,/imgs/bj/t1/L81_00679_784151.jpg /imgs/bj/t2/L81_00679_784151.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00679_784151.png /building_labels/bj/t1/L81_00679_784151.png /building_labels/bj/t2/L81_00679_784151.png
train,/imgs/sh/t1/L81_892855_780487.jpg /imgs/sh/t2/L81_892855_780487.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892855_780487.png /building_labels/sh/t1/L81_892855_780487.png /building_labels/sh/t2/L81_892855_780487.png /offset_st_resize256/sh/t1/L81_892855_780487.tif /offset_st_resize256/sh/t2/L81_892855_780487.tif /flow_btv3_resize256/sh/t1VSt2/L81_892855_780487.tif
train,/imgs/sh/t2/L81_892815_780471.jpg /imgs/sh/t3/L81_892815_780471.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892815_780471.png /building_labels/sh/t2/L81_892815_780471.png /building_labels/sh/t3/L81_892815_780471.png /offset_st_resize256/sh/t2/L81_892815_780471.tif /offset_st_resize256/sh/t3/L81_892815_780471.tif /flow_btv3_resize256/sh/t2VSt3/L81_892815_780471.tif
val,/imgs/sh/t1/L81_892855_780439.jpg /imgs/sh/t3/L81_892855_780439.jpg /labels/sh/t1VSt3/L81_892855_780439.png /building_labels/sh/t1/L81_892855_780439.png /building_labels/sh/t3/L81_892855_780439.png /offset_st_resize256/sh/t1/L81_892855_780439.tif /offset_st_resize256/sh/t3/L81_892855_780439.tif /flow_btv3_resize256/sh/t1VSt3/L81_892855_780439.tif
test,/imgs/bj/t1/L81_00655_784071.jpg /imgs/bj/t2/L81_00655_784071.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00655_784071.png /building_labels/bj/t1/L81_00655_784071.png /building_labels/bj/t2/L81_00655_784071.png
train,/imgs/bj/t1/L81_00687_783967.jpg /imgs/bj/t2/L81_00687_783967.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00687_783967.png /building_labels/bj/t1/L81_00687_783967.png /building_labels/bj/t2/L81_00687_783967.png /offset_st_resize256/bj/t1/L81_00687_783967.tif /offset_st_resize256/bj/t2/L81_00687_783967.tif /flow_btv3_resize256/bj/t1VSt2/L81_00687_783967.tif
train,/imgs/bj/t2/L81_00831_784231.jpg /imgs/bj/t3/L81_00831_784231.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00831_784231.png /building_labels/bj/t2/L81_00831_784231.png /building_labels/bj/t3/L81_00831_784231.png /offset_st_resize256/bj/t2/L81_00831_784231.tif /offset_st_resize256/bj/t3/L81_00831_784231.tif /flow_btv3_resize256/bj/t2VSt3/L81_00831_784231.tif
train,/imgs/bj/t1/L81_00831_784263.jpg /imgs/bj/t2/L81_00831_784263.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00831_784263.png /building_labels/bj/t1/L81_00831_784263.png /building_labels/bj/t2/L81_00831_784263.png /offset_st_resize256/bj/t1/L81_00831_784263.tif /offset_st_resize256/bj/t2/L81_00831_784263.tif /flow_btv3_resize256/bj/t1VSt2/L81_00831_784263.tif
test,/imgs/bj/t2/L81_00831_784199.jpg /imgs/bj/t3/L81_00831_784199.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00831_784199.png /building_labels/bj/t2/L81_00831_784199.png /building_labels/bj/t3/L81_00831_784199.png
train,/imgs/bj/t1/L81_00823_784215.jpg /imgs/bj/t2/L81_00823_784215.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00823_784215.png /building_labels/bj/t1/L81_00823_784215.png /building_labels/bj/t2/L81_00823_784215.png /offset_st_resize256/bj/t1/L81_00823_784215.tif /offset_st_resize256/bj/t2/L81_00823_784215.tif /flow_btv3_resize256/bj/t1VSt2/L81_00823_784215.tif
train,/imgs/bj/t1/L81_00839_784087.jpg /imgs/bj/t2/L81_00839_784087.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00839_784087.png /building_labels/bj/t1/L81_00839_784087.png /building_labels/bj/t2/L81_00839_784087.png /offset_st_resize256/bj/t1/L81_00839_784087.tif /offset_st_resize256/bj/t2/L81_00839_784087.tif /flow_btv3_resize256/bj/t1VSt2/L81_00839_784087.tif
train,/imgs/bj/t1/L81_00823_784295.jpg /imgs/bj/t3/L81_00823_784295.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00823_784295.png /building_labels/bj/t1/L81_00823_784295.png /building_labels/bj/t3/L81_00823_784295.png /offset_st_resize256/bj/t1/L81_00823_784295.tif /offset_st_resize256/bj/t3/L81_00823_784295.tif /flow_btv3_resize256/bj/t1VSt3/L81_00823_784295.tif
train,/imgs/sh/t1/L81_892927_780527.jpg /imgs/sh/t3/L81_892927_780527.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892927_780527.png /building_labels/sh/t1/L81_892927_780527.png /building_labels/sh/t3/L81_892927_780527.png /offset_st_resize256/sh/t1/L81_892927_780527.tif /offset_st_resize256/sh/t3/L81_892927_780527.tif /flow_btv3_resize256/sh/t1VSt3/L81_892927_780527.tif
val,/imgs/sh/t1/L81_892879_780527.jpg /imgs/sh/t2/L81_892879_780527.jpg /labels/sh/t1VSt2/L81_892879_780527.png /building_labels/sh/t1/L81_892879_780527.png /building_labels/sh/t2/L81_892879_780527.png /offset_st_resize256/sh/t1/L81_892879_780527.tif /offset_st_resize256/sh/t2/L81_892879_780527.tif /flow_btv3_resize256/sh/t1VSt2/L81_892879_780527.tif
train,/imgs/bj/t2/L81_00887_783991.jpg /imgs/bj/t3/L81_00887_783991.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00887_783991.png /building_labels/bj/t2/L81_00887_783991.png /building_labels/bj/t3/L81_00887_783991.png /offset_st_resize256/bj/t2/L81_00887_783991.tif /offset_st_resize256/bj/t3/L81_00887_783991.tif /flow_btv3_resize256/bj/t2VSt3/L81_00887_783991.tif
train,/imgs/sh/t1/L81_892895_780455.jpg /imgs/sh/t3/L81_892895_780455.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892895_780455.png /building_labels/sh/t1/L81_892895_780455.png /building_labels/sh/t3/L81_892895_780455.png /offset_st_resize256/sh/t1/L81_892895_780455.tif /offset_st_resize256/sh/t3/L81_892895_780455.tif /flow_btv3_resize256/sh/t1VSt3/L81_892895_780455.tif
train,/imgs/bj/t2/L81_00663_784255.jpg /imgs/bj/t3/L81_00663_784255.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784255.png /building_labels/bj/t2/L81_00663_784255.png /building_labels/bj/t3/L81_00663_784255.png /offset_st_resize256/bj/t2/L81_00663_784255.tif /offset_st_resize256/bj/t3/L81_00663_784255.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784255.tif
train,/imgs/sh/t1/L81_892815_780471.jpg /imgs/sh/t3/L81_892815_780471.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892815_780471.png /building_labels/sh/t1/L81_892815_780471.png /building_labels/sh/t3/L81_892815_780471.png /offset_st_resize256/sh/t1/L81_892815_780471.tif /offset_st_resize256/sh/t3/L81_892815_780471.tif /flow_btv3_resize256/sh/t1VSt3/L81_892815_780471.tif
train,/imgs/sh/t1/L81_892791_780455.jpg /imgs/sh/t2/L81_892791_780455.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892791_780455.png /building_labels/sh/t1/L81_892791_780455.png /building_labels/sh/t2/L81_892791_780455.png /offset_st_resize256/sh/t1/L81_892791_780455.tif /offset_st_resize256/sh/t2/L81_892791_780455.tif /flow_btv3_resize256/sh/t1VSt2/L81_892791_780455.tif
train,/imgs/bj/t1/L81_00823_784279.jpg /imgs/bj/t2/L81_00823_784279.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00823_784279.png /building_labels/bj/t1/L81_00823_784279.png /building_labels/bj/t2/L81_00823_784279.png /offset_st_resize256/bj/t1/L81_00823_784279.tif /offset_st_resize256/bj/t2/L81_00823_784279.tif /flow_btv3_resize256/bj/t1VSt2/L81_00823_784279.tif
train,/imgs/sh/t1/L81_892823_780503.jpg /imgs/sh/t2/L81_892823_780503.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892823_780503.png /building_labels/sh/t1/L81_892823_780503.png /building_labels/sh/t2/L81_892823_780503.png /offset_st_resize256/sh/t1/L81_892823_780503.tif /offset_st_resize256/sh/t2/L81_892823_780503.tif /flow_btv3_resize256/sh/t1VSt2/L81_892823_780503.tif
train,/imgs/bj/t2/L81_00815_784199.jpg /imgs/bj/t3/L81_00815_784199.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00815_784199.png /building_labels/bj/t2/L81_00815_784199.png /building_labels/bj/t3/L81_00815_784199.png /offset_st_resize256/bj/t2/L81_00815_784199.tif /offset_st_resize256/bj/t3/L81_00815_784199.tif /flow_btv3_resize256/bj/t2VSt3/L81_00815_784199.tif
train,/imgs/bj/t1/L81_00903_784167.jpg /imgs/bj/t2/L81_00903_784167.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00903_784167.png /building_labels/bj/t1/L81_00903_784167.png /building_labels/bj/t2/L81_00903_784167.png /offset_st_resize256/bj/t1/L81_00903_784167.tif /offset_st_resize256/bj/t2/L81_00903_784167.tif /flow_btv3_resize256/bj/t1VSt2/L81_00903_784167.tif
train,/imgs/bj/t1/L81_00671_784127.jpg /imgs/bj/t2/L81_00671_784127.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784127.png /building_labels/bj/t1/L81_00671_784127.png /building_labels/bj/t2/L81_00671_784127.png /offset_st_resize256/bj/t1/L81_00671_784127.tif /offset_st_resize256/bj/t2/L81_00671_784127.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784127.tif
test,/imgs/bj/t2/L81_00671_784327.jpg /imgs/bj/t3/L81_00671_784327.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00671_784327.png /building_labels/bj/t2/L81_00671_784327.png /building_labels/bj/t3/L81_00671_784327.png
train,/imgs/bj/t1/L81_00951_783983.jpg /imgs/bj/t2/L81_00951_783983.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00951_783983.png /building_labels/bj/t1/L81_00951_783983.png /building_labels/bj/t2/L81_00951_783983.png /offset_st_resize256/bj/t1/L81_00951_783983.tif /offset_st_resize256/bj/t2/L81_00951_783983.tif /flow_btv3_resize256/bj/t1VSt2/L81_00951_783983.tif
train,/imgs/bj/t1/L81_00831_784295.jpg /imgs/bj/t2/L81_00831_784295.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00831_784295.png /building_labels/bj/t1/L81_00831_784295.png /building_labels/bj/t2/L81_00831_784295.png /offset_st_resize256/bj/t1/L81_00831_784295.tif /offset_st_resize256/bj/t2/L81_00831_784295.tif /flow_btv3_resize256/bj/t1VSt2/L81_00831_784295.tif
train,/imgs/sh/t2/L81_892871_780423.jpg /imgs/sh/t3/L81_892871_780423.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892871_780423.png /building_labels/sh/t2/L81_892871_780423.png /building_labels/sh/t3/L81_892871_780423.png /offset_st_resize256/sh/t2/L81_892871_780423.tif /offset_st_resize256/sh/t3/L81_892871_780423.tif /flow_btv3_resize256/sh/t2VSt3/L81_892871_780423.tif
train,/imgs/bj/t1/L81_00871_784007.jpg /imgs/bj/t3/L81_00871_784007.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00871_784007.png /building_labels/bj/t1/L81_00871_784007.png /building_labels/bj/t3/L81_00871_784007.png /offset_st_resize256/bj/t1/L81_00871_784007.tif /offset_st_resize256/bj/t3/L81_00871_784007.tif /flow_btv3_resize256/bj/t1VSt3/L81_00871_784007.tif
train,/imgs/bj/t2/L81_00647_784095.jpg /imgs/bj/t3/L81_00647_784095.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00647_784095.png /building_labels/bj/t2/L81_00647_784095.png /building_labels/bj/t3/L81_00647_784095.png /offset_st_resize256/bj/t2/L81_00647_784095.tif /offset_st_resize256/bj/t3/L81_00647_784095.tif /flow_btv3_resize256/bj/t2VSt3/L81_00647_784095.tif
test,/imgs/bj/t2/L81_00679_784031.jpg /imgs/bj/t3/L81_00679_784031.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784031.png /building_labels/bj/t2/L81_00679_784031.png /building_labels/bj/t3/L81_00679_784031.png
train,/imgs/bj/t1/L81_00647_784119.jpg /imgs/bj/t2/L81_00647_784119.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00647_784119.png /building_labels/bj/t1/L81_00647_784119.png /building_labels/bj/t2/L81_00647_784119.png /offset_st_resize256/bj/t1/L81_00647_784119.tif /offset_st_resize256/bj/t2/L81_00647_784119.tif /flow_btv3_resize256/bj/t1VSt2/L81_00647_784119.tif
train,/imgs/bj/t1/L81_00687_783975.jpg /imgs/bj/t2/L81_00687_783975.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00687_783975.png /building_labels/bj/t1/L81_00687_783975.png /building_labels/bj/t2/L81_00687_783975.png /offset_st_resize256/bj/t1/L81_00687_783975.tif /offset_st_resize256/bj/t2/L81_00687_783975.tif /flow_btv3_resize256/bj/t1VSt2/L81_00687_783975.tif
val,/imgs/bj/t1/L81_00663_784087.jpg /imgs/bj/t2/L81_00663_784087.jpg /labels/bj/t1VSt2/L81_00663_784087.png /building_labels/bj/t1/L81_00663_784087.png /building_labels/bj/t2/L81_00663_784087.png /offset_st_resize256/bj/t1/L81_00663_784087.tif /offset_st_resize256/bj/t2/L81_00663_784087.tif /flow_btv3_resize256/bj/t1VSt2/L81_00663_784087.tif
val,/imgs/sh/t2/L81_892863_780471.jpg /imgs/sh/t3/L81_892863_780471.jpg /labels/sh/t2VSt3/L81_892863_780471.png /building_labels/sh/t2/L81_892863_780471.png /building_labels/sh/t3/L81_892863_780471.png /offset_st_resize256/sh/t2/L81_892863_780471.tif /offset_st_resize256/sh/t3/L81_892863_780471.tif /flow_btv3_resize256/sh/t2VSt3/L81_892863_780471.tif
train,/imgs/bj/t1/L81_00639_784103.jpg /imgs/bj/t2/L81_00639_784103.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00639_784103.png /building_labels/bj/t1/L81_00639_784103.png /building_labels/bj/t2/L81_00639_784103.png /offset_st_resize256/bj/t1/L81_00639_784103.tif /offset_st_resize256/bj/t2/L81_00639_784103.tif /flow_btv3_resize256/bj/t1VSt2/L81_00639_784103.tif
train,/imgs/sh/t1/L81_892783_780503.jpg /imgs/sh/t3/L81_892783_780503.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892783_780503.png /building_labels/sh/t1/L81_892783_780503.png /building_labels/sh/t3/L81_892783_780503.png /offset_st_resize256/sh/t1/L81_892783_780503.tif /offset_st_resize256/sh/t3/L81_892783_780503.tif /flow_btv3_resize256/sh/t1VSt3/L81_892783_780503.tif
train,/imgs/bj/t1/L81_00871_784255.jpg /imgs/bj/t2/L81_00871_784255.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00871_784255.png /building_labels/bj/t1/L81_00871_784255.png /building_labels/bj/t2/L81_00871_784255.png /offset_st_resize256/bj/t1/L81_00871_784255.tif /offset_st_resize256/bj/t2/L81_00871_784255.tif /flow_btv3_resize256/bj/t1VSt2/L81_00871_784255.tif
train,/imgs/bj/t1/L81_00679_784087.jpg /imgs/bj/t3/L81_00679_784087.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00679_784087.png /building_labels/bj/t1/L81_00679_784087.png /building_labels/bj/t3/L81_00679_784087.png /offset_st_resize256/bj/t1/L81_00679_784087.tif /offset_st_resize256/bj/t3/L81_00679_784087.tif /flow_btv3_resize256/bj/t1VSt3/L81_00679_784087.tif
train,/imgs/sh/t2/L81_892807_780439.jpg /imgs/sh/t3/L81_892807_780439.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892807_780439.png /building_labels/sh/t2/L81_892807_780439.png /building_labels/sh/t3/L81_892807_780439.png /offset_st_resize256/sh/t2/L81_892807_780439.tif /offset_st_resize256/sh/t3/L81_892807_780439.tif /flow_btv3_resize256/sh/t2VSt3/L81_892807_780439.tif
test,/imgs/sh/t1/L81_892791_780471.jpg /imgs/sh/t3/L81_892791_780471.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892791_780471.png /building_labels/sh/t1/L81_892791_780471.png /building_labels/sh/t3/L81_892791_780471.png
train,/imgs/bj/t2/L81_00639_784295.jpg /imgs/bj/t3/L81_00639_784295.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00639_784295.png /building_labels/bj/t2/L81_00639_784295.png /building_labels/bj/t3/L81_00639_784295.png /offset_st_resize256/bj/t2/L81_00639_784295.tif /offset_st_resize256/bj/t3/L81_00639_784295.tif /flow_btv3_resize256/bj/t2VSt3/L81_00639_784295.tif
train,/imgs/sh/t1/L81_892847_780519.jpg /imgs/sh/t2/L81_892847_780519.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892847_780519.png /building_labels/sh/t1/L81_892847_780519.png /building_labels/sh/t2/L81_892847_780519.png /offset_st_resize256/sh/t1/L81_892847_780519.tif /offset_st_resize256/sh/t2/L81_892847_780519.tif /flow_btv3_resize256/sh/t1VSt2/L81_892847_780519.tif
train,/imgs/bj/t2/L81_00663_784191.jpg /imgs/bj/t3/L81_00663_784191.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784191.png /building_labels/bj/t2/L81_00663_784191.png /building_labels/bj/t3/L81_00663_784191.png /offset_st_resize256/bj/t2/L81_00663_784191.tif /offset_st_resize256/bj/t3/L81_00663_784191.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784191.tif
train,/imgs/bj/t1/L81_00935_784175.jpg /imgs/bj/t2/L81_00935_784175.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00935_784175.png /building_labels/bj/t1/L81_00935_784175.png /building_labels/bj/t2/L81_00935_784175.png /offset_st_resize256/bj/t1/L81_00935_784175.tif /offset_st_resize256/bj/t2/L81_00935_784175.tif /flow_btv3_resize256/bj/t1VSt2/L81_00935_784175.tif
train,/imgs/sh/t1/L81_892839_780511.jpg /imgs/sh/t2/L81_892839_780511.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892839_780511.png /building_labels/sh/t1/L81_892839_780511.png /building_labels/sh/t2/L81_892839_780511.png /offset_st_resize256/sh/t1/L81_892839_780511.tif /offset_st_resize256/sh/t2/L81_892839_780511.tif /flow_btv3_resize256/sh/t1VSt2/L81_892839_780511.tif
test,/imgs/sh/t1/L81_892799_780503.jpg /imgs/sh/t2/L81_892799_780503.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892799_780503.png /building_labels/sh/t1/L81_892799_780503.png /building_labels/sh/t2/L81_892799_780503.png
train,/imgs/bj/t1/L81_00679_784311.jpg /imgs/bj/t2/L81_00679_784311.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00679_784311.png /building_labels/bj/t1/L81_00679_784311.png /building_labels/bj/t2/L81_00679_784311.png /offset_st_resize256/bj/t1/L81_00679_784311.tif /offset_st_resize256/bj/t2/L81_00679_784311.tif /flow_btv3_resize256/bj/t1VSt2/L81_00679_784311.tif
train,/imgs/sh/t1/L81_892903_780495.jpg /imgs/sh/t2/L81_892903_780495.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892903_780495.png /building_labels/sh/t1/L81_892903_780495.png /building_labels/sh/t2/L81_892903_780495.png /offset_st_resize256/sh/t1/L81_892903_780495.tif /offset_st_resize256/sh/t2/L81_892903_780495.tif /flow_btv3_resize256/sh/t1VSt2/L81_892903_780495.tif
val,/imgs/sh/t2/L81_892871_780463.jpg /imgs/sh/t3/L81_892871_780463.jpg /labels/sh/t2VSt3/L81_892871_780463.png /building_labels/sh/t2/L81_892871_780463.png /building_labels/sh/t3/L81_892871_780463.png /offset_st_resize256/sh/t2/L81_892871_780463.tif /offset_st_resize256/sh/t3/L81_892871_780463.tif /flow_btv3_resize256/sh/t2VSt3/L81_892871_780463.tif
train,/imgs/bj/t1/L81_00839_784095.jpg /imgs/bj/t2/L81_00839_784095.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00839_784095.png /building_labels/bj/t1/L81_00839_784095.png /building_labels/bj/t2/L81_00839_784095.png /offset_st_resize256/bj/t1/L81_00839_784095.tif /offset_st_resize256/bj/t2/L81_00839_784095.tif /flow_btv3_resize256/bj/t1VSt2/L81_00839_784095.tif
train,/imgs/bj/t1/L81_01183_783863.jpg /imgs/bj/t2/L81_01183_783863.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_01183_783863.png /building_labels/bj/t1/L81_01183_783863.png /building_labels/bj/t2/L81_01183_783863.png /offset_st_resize256/bj/t1/L81_01183_783863.tif /offset_st_resize256/bj/t2/L81_01183_783863.tif /flow_btv3_resize256/bj/t1VSt2/L81_01183_783863.tif
train,/imgs/bj/t1/L81_00639_784287.jpg /imgs/bj/t2/L81_00639_784287.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00639_784287.png /building_labels/bj/t1/L81_00639_784287.png /building_labels/bj/t2/L81_00639_784287.png /offset_st_resize256/bj/t1/L81_00639_784287.tif /offset_st_resize256/bj/t2/L81_00639_784287.tif /flow_btv3_resize256/bj/t1VSt2/L81_00639_784287.tif
train,/imgs/bj/t1/L81_00711_784119.jpg /imgs/bj/t3/L81_00711_784119.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00711_784119.png /building_labels/bj/t1/L81_00711_784119.png /building_labels/bj/t3/L81_00711_784119.png /offset_st_resize256/bj/t1/L81_00711_784119.tif /offset_st_resize256/bj/t3/L81_00711_784119.tif /flow_btv3_resize256/bj/t1VSt3/L81_00711_784119.tif
train,/imgs/bj/t2/L81_00647_784071.jpg /imgs/bj/t3/L81_00647_784071.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00647_784071.png /building_labels/bj/t2/L81_00647_784071.png /building_labels/bj/t3/L81_00647_784071.png /offset_st_resize256/bj/t2/L81_00647_784071.tif /offset_st_resize256/bj/t3/L81_00647_784071.tif /flow_btv3_resize256/bj/t2VSt3/L81_00647_784071.tif
train,/imgs/bj/t2/L81_00839_784103.jpg /imgs/bj/t3/L81_00839_784103.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00839_784103.png /building_labels/bj/t2/L81_00839_784103.png /building_labels/bj/t3/L81_00839_784103.png /offset_st_resize256/bj/t2/L81_00839_784103.tif /offset_st_resize256/bj/t3/L81_00839_784103.tif /flow_btv3_resize256/bj/t2VSt3/L81_00839_784103.tif
train,/imgs/sh/t1/L81_892815_780447.jpg /imgs/sh/t2/L81_892815_780447.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892815_780447.png /building_labels/sh/t1/L81_892815_780447.png /building_labels/sh/t2/L81_892815_780447.png /offset_st_resize256/sh/t1/L81_892815_780447.tif /offset_st_resize256/sh/t2/L81_892815_780447.tif /flow_btv3_resize256/sh/t1VSt2/L81_892815_780447.tif
train,/imgs/bj/t1/L81_00679_784079.jpg /imgs/bj/t2/L81_00679_784079.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00679_784079.png /building_labels/bj/t1/L81_00679_784079.png /building_labels/bj/t2/L81_00679_784079.png /offset_st_resize256/bj/t1/L81_00679_784079.tif /offset_st_resize256/bj/t2/L81_00679_784079.tif /flow_btv3_resize256/bj/t1VSt2/L81_00679_784079.tif
train,/imgs/sh/t1/L81_892815_780455.jpg /imgs/sh/t2/L81_892815_780455.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892815_780455.png /building_labels/sh/t1/L81_892815_780455.png /building_labels/sh/t2/L81_892815_780455.png /offset_st_resize256/sh/t1/L81_892815_780455.tif /offset_st_resize256/sh/t2/L81_892815_780455.tif /flow_btv3_resize256/sh/t1VSt2/L81_892815_780455.tif
train,/imgs/bj/t1/L81_00919_784271.jpg /imgs/bj/t3/L81_00919_784271.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00919_784271.png /building_labels/bj/t1/L81_00919_784271.png /building_labels/bj/t3/L81_00919_784271.png /offset_st_resize256/bj/t1/L81_00919_784271.tif /offset_st_resize256/bj/t3/L81_00919_784271.tif /flow_btv3_resize256/bj/t1VSt3/L81_00919_784271.tif
